cod_estab,NOM_ESTAB_2013,Dirección_2013,NOM_DEPA_2013,NOM_MUNI_2013,SECTOR_2013,AREA_2013,PLAN_2013,JORNADA_2013,CANTIDAD_EVALUADOS_ESTABLECIMIENTO_2013,RAMA_ABSTRACTA_MAGISTERIO_CANTIDAD_2013,RAMA_ABSTRACTA_BACHILLERATO_CANTIDAD_2013,RAMA_ABSTRACTA_PERITO_CANTIDAD_2013,RAMA_ABSTRACTA_SECRETARIADO_CANTIDAD_2013,RAMA_ABSTRACTA_TECNICO_CANTIDAD_2013,RAMA_ABSTRACTA_MISSING_CANTIDAD_2013,LOGRO_LECTURA_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,NO_LOGRO_LECTURA_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_EXCELENTE_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_SATISFACTORIO_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_DEBE_MEJORAR_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_INSATISFACTORIO_mean_2013_ESTUD_CON_FORMA,LOGRO_LECTURA_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,NO_LOGRO_LECTURA_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,LOGRO_LEC_NO_IDENTIFICADO_NO_INDICA_FORMA_2013,DESEMPEÑO_LECTURA_EXCELENTE_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_SATISFACTORIO_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_DEBE_MEJORAR_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_INSATISFACTORIO_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_SIN_FORMA_mean_2013_TODOS_ESTUDIANTES,NUM_ALUM_10_EVAL_LECTURA_CANTIDAD_2013,LOGRO_LECTURA_establecimiento_2010,LOGRO_LECTURA_establecimiento_2011,LOGRO_LECTURA_establecimiento_2012,LOGRO_LECTURA_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA_DUPLICADA,LOGRO_LECTURA_NACIONAL_2013,LOGRO_LECTURA_DEPARTAMENTAL_2013,LOGRO_LECTURA_MUNICIPAL_2013,NO_LOGRO_LECTURA_NACIONAL_2013,NO_LOGRO_LECTURA_DEPARTAMENTAL_2013,NO_LOGRO_LECTURA_MUNICIPAL_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_2_O_MENOS_mean_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_3A6_mean_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_MAS6_mean_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_NO_INDICÓ_mean_2013,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,NO_LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_EXCELENTE_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_SATISFACTORIO_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_DEBE_MEJORAR_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_INSATISFACTORIO_mean_2013_ESTUD_CON_FORMA,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,NO_LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,LOGRO_MATE_NO_IDENTIFICADO_NO_INDICA_FORMA_2013,DESEMPEÑO_MATEMÁTICAS_EXCELENTE_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_SATISFACTORIO_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_DEBE_MEJORAR_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_INSATISFACT_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_SIN_FORMA_mean_2013_TODOS_ESTUDIANTES,NUM_ALUM_10_EVAL_MATEMÁTICAS_CANTIDAD_2013,LOGRO_MATE_establecimiento_2010,LOGRO_MATE_establecimiento_2011,LOGRO_MATE_establecimiento_2012,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA_DUPLICADA,LOGRO_MATEMÁTICAS_DEPARTAMENTAL_2013,LOGRO_MATEMÁTICAS_NACIONAL_2013,LOGRO_MATEMÁTICAS_MUNICIPAL_2013,NO_LOGRO_MATEMÁTICAS_NACIONAL_2013,NO_LOGRO_MATEMÁTICAS_DEPARTAMENTAL_2013,NO_LOGRO_MATEMÁTICAS_MUNICIPAL_2013
00-01-9668-46,LICEO HISPANOAMERICANO,1A. AVENIDA 7-12,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),DOBLE,23,0,13,10,0,0,0,30.434783,69.565217,8.695652,21.73913,34.782609,34.782609,30.434783,69.565217,0,8.695652,21.73913,34.782609,34.782609,0,3,36.666667,36,43.75,30.434783,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,78.26087,8.695652,13.043478,0,0,100,0,0,43.478261,56.521739,0,100,0,0,0,43.478261,56.521739,0,0,3.333333,20,11.764706,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9694-46,LICEO DE COMPUTACION SIGLO 21 NO.3,13 CALLE 9-60,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,54,0,53,1,0,0,0,22.222222,77.777778,7.407407,14.814815,33.333333,44.444444,22.222222,77.777778,0,7.407407,14.814815,33.333333,44.444444,0,2,19.148936,11.538462,21.538462,22.222222,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,92.592593,3.703704,3.703704,0,1.851852,98.148148,1.851852,0,24.074074,74.074074,1.851852,98.148148,0,1.851852,0,24.074074,74.074074,0,0,2.083333,0,0,1.851852,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9709-46,COLEGIO DE INVESTIGACION CIENTIFICA CONJUNTA DE GUATEMALA,4A. AVENIDA 3-64,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,14,0,10,4,0,0,0,28.571429,71.428571,7.142857,21.428571,35.714286,35.714286,28.571429,71.428571,0,7.142857,21.428571,35.714286,35.714286,0,3,12.5,33.333333,18.75,28.571429,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,71.428571,28.571429,0,0,0,100,0,0,21.428571,78.571429,0,100,0,0,0,21.428571,78.571429,0,0,0,0,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9710-46,COLEGIO DE INVESTIGACION CIENTIFICA CONJUNTA DE GUATEMALA,4A. AVENIDA 3-64,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,3,0,2,1,0,0,0,0,100,0,0,0,100,0,100,0,0,0,0,100,0,0,0,23.076923,20,0,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,66.666667,33.333333,0,0,0,100,0,0,0,100,0,100,0,0,0,0,100,0,0,0,7.692308,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9712-46,COLEGIO DE INVESTIGACION CIENTIFICA CONJUNTA DE GUATEMALA,4A. AVENIDA 3-64,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,4,0,1,0,3,0,0,50,50,0,50,25,25,50,50,0,0,50,25,25,0,5,30,8.333333,50,50,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,75,25,0,0,0,100,0,0,50,50,0,100,0,0,0,50,50,0,0,0,0,8.333333,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9773-46,"INSTITUTO ""LICENCIADO GUILLERMO PUTZEYS ALVAREZ""",11 CALLE 3-59,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,291,0,290,1,0,0,0,12.027491,87.972509,5.498282,6.52921,21.649485,66.323024,12.027491,87.972509,0,5.498282,6.52921,21.649485,66.323024,0,1,22.580645,14.893617,11.428571,12.027491,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,76.28866,19.587629,3.780069,0.343643,1.718213,98.281787,0.687285,1.030928,14.776632,83.505155,1.718213,98.281787,0,0.687285,1.030928,14.776632,83.505155,0,0,0,8.510638,2.142857,1.718213,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9780-46,COLEGIO  VALVERDE NO.2,4A. AVENIDA 4-49,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,139,0,139,0,0,0,0,13.669065,86.330935,6.47482,7.194245,23.741007,62.589928,13.669065,86.330935,0,6.47482,7.194245,23.741007,62.589928,0,1,13.636364,13.333333,19.205298,13.669065,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,84.892086,11.510791,2.158273,1.438849,3.597122,96.402878,1.438849,2.158273,18.705036,77.697842,3.597122,96.402878,0,1.438849,2.158273,18.705036,77.697842,0,0,0,3.333333,1.986755,3.597122,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9781-46,LICEO GUATEMALTECO DE COMPUTACION,4A. AVENIDA 15-57,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,4,0,3,0,1,0,0,25,75,0,25,50,25,25,75,0,0,25,50,25,0,3,6.666667,38.461538,10,25,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,75,25,0,0,25,75,0,25,25,50,25,75,0,0,25,25,50,0,3,0,7.692308,0,25,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9788-46,COLEGIO VALVERDE NO.2,4A. AVENIDA 4-49,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,6,0,0,0,6,0,0,50,50,0,50,33.333333,16.666667,50,50,0,0,50,33.333333,16.666667,0,5,28.571429,20,25,50,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,83.333333,16.666667,0,0,0,100,0,0,0,100,0,100,0,0,0,0,100,0,0,0,0,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9789-46,COLEGIO VALVERDE NO.2,4A. AVENIDA 4-49,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,35,0,0,35,0,0,0,34.285714,65.714286,14.285714,20,40,25.714286,34.285714,65.714286,0,14.285714,20,40,25.714286,0,3,26.315789,16.666667,15.789474,34.285714,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,74.285714,25.714286,0,0,5.714286,94.285714,5.714286,0,20,74.285714,5.714286,94.285714,0,5.714286,0,20,74.285714,0,1,0,0,0,5.714286,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9790-46,COLEGIO  VALVERDE NO.2,4A. AVENIDA 4-49,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),DOBLE,116,0,0,116,0,0,0,31.896552,68.103448,14.655172,17.241379,39.655172,28.448276,31.896552,68.103448,0,14.655172,17.241379,39.655172,28.448276,0,3,23.255814,15.789474,19.178082,31.896552,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,72.413793,24.137931,3.448276,0,6.896552,93.103448,0.862069,6.034483,32.758621,60.344828,6.896552,93.103448,0,0.862069,6.034483,32.758621,60.344828,0,1,2.325581,10.526316,4.109589,6.896552,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9814-46,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,"1A. CALLE C 20-32, COLONIA LAS VICTORIAS",CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,3,0,0,3,0,0,0,0,100,0,0,33.333333,66.666667,0,100,0,0,0,33.333333,66.666667,0,0,57.142857,0,75,0,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,66.666667,33.333333,0,0,0,100,0,0,0,100,0,100,0,0,0,0,100,0,0,0,33.333333,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9816-46,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,"1A. CALLE C 20-32, COLONIA LAS VICTORIAS",CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,1,0,0,0,1,0,0,0,100,0,0,0,100,0,100,0,0,0,0,100,0,0,50,66.666667,,0,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,0,100,0,0,0,100,0,0,0,100,0,100,0,0,0,0,100,0,0,0,0,,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9825-46,LICEO VICTORIA Y LIBERTAD,8A. CALLE 0-23,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,28,28,0,0,0,0,0,37.037037,62.962963,22.222222,14.814815,33.333333,29.62963,35.714286,60.714286,3.571429,21.428571,14.285714,32.142857,28.571429,3.571429,4,27.777778,40,8.333333,37.037037,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,42.857143,42.857143,10.714286,3.571429,0,100,0,0,21.428571,78.571429,0,100,0,0,0,21.428571,78.571429,0,0,5.555556,10,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9836-46,LICEO DE COMPUTACION SIGLO 21 NO.3,13 CALLE 9-60,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),DOBLE,11,0,0,11,0,0,0,36.363636,63.636364,27.272727,9.090909,54.545455,9.090909,36.363636,63.636364,0,27.272727,9.090909,54.545455,9.090909,0,4,30,40,12.5,36.363636,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,100,0,0,0,9.090909,90.909091,9.090909,0,72.727273,18.181818,9.090909,90.909091,0,9.090909,0,72.727273,18.181818,0,1,10,10,0,9.090909,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9846-46,LICEO MONTECARLO,5A. AVENIDA 4-36,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),DOBLE,18,0,0,18,0,0,0,47.058824,52.941176,11.764706,35.294118,17.647059,35.294118,44.444444,50,5.555556,11.111111,33.333333,16.666667,33.333333,5.555556,5,55.555556,44.444444,50,47.058824,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,66.666667,33.333333,0,0,16.666667,83.333333,5.555556,11.111111,33.333333,50,16.666667,83.333333,0,5.555556,11.111111,33.333333,50,0,2,25.925926,11.111111,11.111111,16.666667,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9849-46,LICEO CLASICO EN COMPUTACION,4A. CALLE 5-52,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,49,0,49,0,0,0,0,44.897959,55.102041,30.612245,14.285714,22.44898,32.653061,44.897959,55.102041,0,30.612245,14.285714,22.44898,32.653061,0,4,24.242424,31.707317,31.578947,44.897959,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,69.387755,20.408163,10.204082,0,4.081633,95.918367,2.040816,2.040816,22.44898,73.469388,4.081633,95.918367,0,2.040816,2.040816,22.44898,73.469388,0,0,3.030303,4.545455,5.263158,4.081633,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-9850-46,LICEO CLASICO EN COMPUTACION,4A. CALLE 5-52,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),NOCTURNA,40,0,0,40,0,0,0,35,65,22.5,12.5,17.5,47.5,35,65,0,22.5,12.5,17.5,47.5,0,4,16.666667,32.55814,20.37037,35,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,77.5,17.5,5,0,5,95,0,5,25,70,5,95,0,0,5,25,70,0,1,0,2.325581,3.703704,5,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-02-0005-46,COLEGIO MIXTO PRIVADO EL DEBER,"AVENIDA SIMEON CAÑAS, 06-11",CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,2,0,2,0,0,0,0,100,0,100,0,0,0,100,0,0,100,0,0,0,0,10,0,,0,100,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,50,0,50,0,50,50,50,0,50,0,50,50,0,50,0,50,0,0,5,0,,0,50,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
00-02-0018-46,"COLEGIO DE NIÑAS ""SANTA INES""",7A. AVENIDA 7-71,CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,6,0,6,0,0,0,0,66.666667,33.333333,33.333333,33.333333,16.666667,16.666667,66.666667,33.333333,0,33.333333,33.333333,16.666667,16.666667,0,7,50,40,25,66.666667,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,50,33.333333,16.666667,0,0,100,0,0,33.333333,66.666667,0,100,0,0,0,33.333333,66.666667,0,0,50,0,0,0,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
00-02-0023-46,LICEO CRISTIANO EXXITTO,AVENIDA SIMEON CAÑAS 7-73,CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,66,0,60,6,0,0,0,43.939394,56.060606,27.272727,16.666667,37.878788,18.181818,43.939394,56.060606,0,27.272727,16.666667,37.878788,18.181818,0,4,,38.157895,32.857143,43.939394,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,62.121212,22.727273,15.151515,0,1.538462,98.461538,0,1.538462,35.384615,63.076923,1.515152,96.969697,1.515152,0,1.515152,34.848485,62.121212,1.515152,0,,11.842105,8.571429,1.538462,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
00-02-0027-46,LICEO CRISTIANO EXXITTO,AVENIDA SEMEON CAÑAS 7-73,CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,31,0,31,0,0,0,0,19.354839,80.645161,16.129032,3.225806,19.354839,61.290323,19.354839,80.645161,0,16.129032,3.225806,19.354839,61.290323,0,2,,23.809524,19.354839,19.354839,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,77.419355,22.580645,0,0,3.225806,96.774194,0,3.225806,22.580645,74.193548,3.225806,96.774194,0,0,3.225806,22.580645,74.193548,0,0,,4.761905,3.225806,3.225806,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
00-02-0028-46,LICEO CRISTIANO EXXITTO,AVENIDA SIMEON CAÑAS 7-73,CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,42,0,42,0,0,0,0,26.190476,73.809524,14.285714,11.904762,26.190476,47.619048,26.190476,73.809524,0,14.285714,11.904762,26.190476,47.619048,0,3,,15.909091,43.75,26.190476,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,66.666667,28.571429,4.761905,0,2.380952,97.619048,0,2.380952,16.666667,80.952381,2.380952,97.619048,0,0,2.380952,16.666667,80.952381,0,0,,0,3.125,2.380952,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
00-02-0031-46,COLEGIO EVANGELICO MIXTO LA PATRIA,7A AVENIDA 7-38,CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,17,0,17,0,0,0,0,58.823529,41.176471,23.529412,35.294118,23.529412,17.647059,58.823529,41.176471,0,23.529412,35.294118,23.529412,17.647059,0,6,,10,60.714286,58.823529,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,64.705882,29.411765,5.882353,0,5.882353,94.117647,0,5.882353,29.411765,64.705882,5.882353,94.117647,0,0,5.882353,29.411765,64.705882,0,1,,0,14.285714,5.882353,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
00-02-0044-46,CENTRO DE APRENDIZAJE INTEGRAL EL CEDAPRI VESPERTINO,"13 AVENIDA 10-20, CIUDAD NUEVA",CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,4,0,4,0,0,0,0,25,75,25,0,50,25,25,75,0,25,0,50,25,0,3,,,,25,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,100,0,0,0,0,100,0,0,50,50,0,100,0,0,0,50,50,0,0,,,,0,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
00-02-0049-46,"INSTITUTO PRIVADO MIXTO TECNOLOGICO EXPERIMENTAL VOCACIONAL ""FEDERICO TAYLOR""",7A. AVENIDA 4-38,CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,9,0,9,0,0,0,0,55.555556,44.444444,44.444444,11.111111,22.222222,22.222222,55.555556,44.444444,0,44.444444,11.111111,22.222222,22.222222,0,6,,,,55.555556,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,33.333333,33.333333,33.333333,0,11.111111,88.888889,0,11.111111,44.444444,44.444444,11.111111,88.888889,0,0,11.111111,44.444444,44.444444,0,1,,,,11.111111,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
00-02-0197-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA TECNOLOGICO VOCACIONAL 'FEDERICO TAYLOR',7A AVE. 4-38,CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,DIARIO(REGULAR),DOBLE,54,0,15,39,0,0,0,61.111111,38.888889,38.888889,22.222222,25.925926,12.962963,61.111111,38.888889,0,38.888889,22.222222,25.925926,12.962963,0,6,52,61.842105,62.5,61.111111,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,66.666667,29.62963,3.703704,0,35.185185,64.814815,16.666667,18.518519,44.444444,20.37037,35.185185,64.814815,0,16.666667,18.518519,44.444444,20.37037,0,4,19,23.684211,32.8125,35.185185,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
00-02-0314-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE  ESTUDIOS COMERCIALES Y ADMINISTRATIVOS,3A AVE. 9-00 INTERIOR FINCA EL ZAPOTE,CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,71,0,31,40,0,0,0,77.464789,22.535211,49.295775,28.169014,18.309859,4.225352,77.464789,22.535211,0,49.295775,28.169014,18.309859,4.225352,0,8,72.881356,52.830189,66.071429,77.464789,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,73.239437,21.126761,5.633803,0,19.71831,80.28169,4.225352,15.492958,47.887324,32.394366,19.71831,80.28169,0,4.225352,15.492958,47.887324,32.394366,0,2,11.864407,21.818182,10.714286,19.71831,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
00-02-0315-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO EVANGELICO MIXTO 'LA PATRIA',7A AVE. 7-38,CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,137,26,80,31,0,0,0,49.264706,50.735294,28.676471,20.588235,38.235294,12.5,48.905109,50.364964,0.729927,28.467153,20.437956,37.956204,12.408759,0.729927,5,47.252747,50.47619,45.833333,49.264706,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,61.313869,33.576642,5.109489,0,16.788321,83.211679,7.29927,9.489051,47.445255,35.766423,16.788321,83.211679,0,7.29927,9.489051,47.445255,35.766423,0,2,8.791209,21.698113,20.833333,16.788321,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
00-02-0318-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO DE ESTUDIOS DIVERSIFICADOS' (C.E.D.),3A AVE 9-00 INTERIOR FINCA EL ZAPOTE,CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,144,0,118,26,0,0,0,80.555556,19.444444,57.638889,22.916667,15.972222,3.472222,80.555556,19.444444,0,57.638889,22.916667,15.972222,3.472222,0,8,60.555556,59.42029,73.125,80.555556,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,60.416667,29.861111,9.722222,0,35.664336,64.335664,22.377622,13.286713,51.748252,12.587413,35.416667,63.888889,0.694444,22.222222,13.194444,51.388889,12.5,0.694444,4,20,29.285714,40.123457,35.664336,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
00-02-0321-46,COLEGIO 'VANGUARDIA JUVENIL',11 AVENIDA 5-27,CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,48,0,25,23,0,0,0,70.833333,29.166667,41.666667,29.166667,18.75,10.416667,70.833333,29.166667,0,41.666667,29.166667,18.75,10.416667,0,7,57.142857,61.666667,65.116279,70.833333,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,72.916667,22.916667,4.166667,0,41.666667,58.333333,29.166667,12.5,39.583333,18.75,41.666667,58.333333,0,29.166667,12.5,39.583333,18.75,0,4,21.428571,32.786885,34.883721,41.666667,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
00-02-7736-46,COLEGIO MIXTO BILINGUE 'NUEVO AMANECER',13 AVE. 10-20 CIUDAD NUEVA,CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,19,0,19,0,0,0,0,73.684211,26.315789,57.894737,15.789474,26.315789,0,73.684211,26.315789,0,57.894737,15.789474,26.315789,0,0,7,69.230769,80,57.142857,73.684211,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,73.684211,21.052632,5.263158,0,31.578947,68.421053,21.052632,10.526316,52.631579,15.789474,31.578947,68.421053,0,21.052632,10.526316,52.631579,15.789474,0,3,23.076923,10,28.571429,31.578947,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
00-02-7868-46,COLEGIO 'SAN ANGEL',14 CALLE 11-06 CIUDAD NUEVA,CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,4,0,2,0,2,0,0,75,25,25,50,25,0,75,25,0,25,50,25,0,0,8,66.666667,0,66.666667,75,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,75,25,0,0,25,75,0,25,50,25,25,75,0,0,25,50,25,0,3,33.333333,0,0,25,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
00-02-7873-46,COLEGIO 'SAN ANGEL' (BACHILLERATO POR MADUREZ),14 CALLE 11-06 CIUDAD NUEVA,CIUDAD CAPITAL,ZONA 2,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,2,0,2,0,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,10,0,0,100,100,26.033747,37.890338,37.411095,73.966253,62.109662,62.588905,50,50,0,0,0,100,0,0,50,50,0,100,0,0,0,50,50,0,0,0,0,0,0,13.211874,8.019557,12.669039,91.980443,86.788126,87.330961
